,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,0.002,1505013000,0.00218867,0.001,0.00218587,1005.99,1.97735008,0.00196557
1,0.00197189,1505013300,0.00334,0.00197189,0.00266,583.18601382,1.69650489,0.00290902
2,0.00186,1505013600,0.00193221,0.00185,0.00193221,581.57585037,1.08190864,0.0018603
3,0.00184863,1505013900,0.0024,0.00184863,0.00186,6385.02766178,11.84793237,0.00185558
4,0.00184863,1505014200,0.00184863,0.00184863,0.00184863,0.0,0.0,0.00184863
5,0.00185088,1505014500,0.00185088,0.00185088,0.00185088,6.77249781,0.01253508,0.00185088
6,0.00182971,1505014800,0.00183519,0.00181877,0.00183519,13.76206204,0.02514119,0.00182684
7,0.0018028,1505015100,0.00180384,0.00180279,0.0018028,12323.06627135,22.21602286,0.00180279
8,0.00184149,1505015400,0.00221836,0.0018028,0.0018028,518.61721006,1.06779332,0.00205892
9,0.00192246,1505015700,0.00192246,0.00185342,0.00185342,37.68452205,0.07125983,0.00189095
10,0.001961,1505016000,0.00209997,0.00185002,0.00192246,4811.41041982,9.20447408,0.00191305
11,0.0020989,1505016300,0.0020989,0.00188107,0.001961,6602.81563071,13.16628746,0.00199404
12,0.00204998,1505016600,0.00209886,0.00204998,0.00209886,488.09451505,1.02387216,0.00209769
13,0.00177015,1505016900,0.00191003,0.00177015,0.00191003,3767.33804836,6.96240406,0.00184809
14,0.00180653,1505017200,0.00180653,0.00180653,0.00180653,0.08324935,0.00015039,0.00180653
15,0.00166377,1505017500,0.00209883,0.00166377,0.00182323,2083.92626595,3.55248771,0.0017047
16,0.00209588,1505017800,0.00209588,0.00209588,0.00209588,65.76123215,0.13782765,0.00209588
17,0.00182384,1505018100,0.00182386,0.0018,0.0018,656.14146312,1.18952382,0.0018129
18,0.00179163,1505018400,0.00179163,0.00179163,0.00179163,19.89588308,0.03564606,0.00179163
19,0.00177359,1505018700,0.00179528,0.00177359,0.00179528,206.06659207,0.36790553,0.00178537
20,0.00173767,1505019000,0.00176066,0.00173767,0.00175768,366.13566225,0.63888585,0.00174494
21,0.00173501,1505019300,0.00173767,0.00173501,0.00173767,196.12283705,0.34072011,0.00173727
22,0.00166378,1505019600,0.00173501,0.00166378,0.00173501,816.74839762,1.37288527,0.00168091
23,0.00161451,1505019900,0.00166378,0.00161451,0.00166378,51.70976196,0.0858437,0.0016601
24,0.00150002,1505020200,0.00150002,0.00150002,0.00150002,94.10657595,0.14116174,0.00150002
25,0.00150002,1505020500,0.00150002,0.00150002,0.00150002,0.0,0.0,0.00150002
26,0.00164039,1505020800,0.00166499,0.00162671,0.0016622,726.23741437,1.19512553,0.00164564
27,0.00179898,1505021100,0.001799,0.001797,0.001797,972.2018166,1.74824151,0.00179822
28,0.00167629,1505021400,0.001799,0.00164362,0.001799,113.73171996,0.1960811,0.00172406
29,0.00167629,1505021700,0.00167629,0.00167629,0.00167629,0.0,0.0,0.00167629
30,0.00177424,1505022000,0.00177424,0.00175696,0.00175696,8.62365041,0.01516098,0.00175807
31,0.00167555,1505022300,0.00174654,0.00167555,0.00174654,89.91770105,0.15498984,0.00172368
32,0.00168987,1505022600,0.00168987,0.00168987,0.00168987,42.07735247,0.07110525,0.00168987
33,0.00168499,1505022900,0.00179898,0.00168499,0.001691,158.85219856,0.27495564,0.00173088
34,0.0018499,1505023200,0.0018499,0.0018499,0.0018499,7000.0,12.9493,0.0018499
35,0.0018499,1505023500,0.0018499,0.0018499,0.0018499,0.0,0.0,0.0018499
36,0.0018499,1505023800,0.0018499,0.0018499,0.0018499,0.0,0.0,0.0018499
37,0.0018499,1505024100,0.0018499,0.0018499,0.0018499,0.0,0.0,0.0018499
38,0.00174419,1505024400,0.00184,0.00173277,0.00173277,702.69647296,1.24534031,0.00177223
39,0.00174674,1505024700,0.00174674,0.00174674,0.00174674,45.55304424,0.07956932,0.00174674
40,0.00184997,1505025000,0.00184997,0.00171886,0.00171886,228.05856887,0.41153054,0.00180449
41,0.00184157,1505025300,0.00191351,0.00176512,0.00185,11455.71099734,21.196785,0.00185032
42,0.00186197,1505025600,0.00199598,0.00181554,0.00199598,209.3856664,0.41335998,0.00197415
43,0.00187027,1505025900,0.00199598,0.0018637,0.0018637,115.93134741,0.22980091,0.00198221
44,0.00186,1505026200,0.00187027,0.00186,0.00187027,3153.80263487,5.86635248,0.00186008
45,0.0018,1505026500,0.00186002,0.0018,0.00186,1031.39768226,1.91729049,0.00185892
46,0.00185,1505026800,0.00185118,0.00180002,0.00182075,4869.14654444,8.81371891,0.00181011
47,0.0018,1505027100,0.0018,0.0018,0.0018,55.47148333,0.09984866,0.0018
48,0.0018,1505027400,0.0018,0.0018,0.0018,0.0,0.0,0.0018
49,0.00183,1505027700,0.00184996,0.00180776,0.00180776,2939.21896412,5.33861328,0.00181633
50,0.00184,1505028000,0.00184,0.00181484,0.00181484,53.29455139,0.09802907,0.00183938
51,0.0018419,1505028300,0.0018419,0.00184,0.00184,815.83191281,1.50114975,0.00184002
52,0.00199585,1505028600,0.00199585,0.00199585,0.00199585,306.70651101,0.61214018,0.00199585
53,0.00188552,1505028900,0.00191977,0.0018716,0.00187161,2181.53364484,4.09956256,0.00187921
54,0.00183109,1505029200,0.00189048,0.00183109,0.00189048,116.05108368,0.2182062,0.00188025
55,0.00182589,1505029500,0.00199457,0.00180882,0.00180882,22.84457344,0.04371306,0.00191349
56,0.00181593,1505029800,0.00184555,0.00181593,0.00184555,6509.39904886,11.8304035,0.00181743
57,0.00185,1505030100,0.00185,0.00181858,0.00181858,108.27086354,0.20004878,0.00184766
58,0.00185,1505030400,0.00185,0.00185,0.00185,0.0,0.0,0.00185
59,0.00185,1505030700,0.00185,0.00185,0.00185,440.5656,0.81504636,0.00185
60,0.00180788,1505031000,0.00184995,0.00180788,0.00184995,129.97490783,0.23983494,0.00184524
61,0.00185997,1505031300,0.00185997,0.00179684,0.00184927,3052.91730038,5.64639914,0.0018495
62,0.00185997,1505031600,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
63,0.00185997,1505031900,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
64,0.00185997,1505032200,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
65,0.00185997,1505032500,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
66,0.00185997,1505032800,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
67,0.00185997,1505033100,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
68,0.00185997,1505033400,0.00185997,0.00185997,0.00185997,0.0,0.0,0.00185997
69,0.0017,1505033700,0.00172764,0.0017,0.00171878,149.57718776,0.25637945,0.00171402
70,0.00156457,1505034000,0.00169001,0.00156457,0.00169001,45.91406356,0.07747444,0.00168737
71,0.00156457,1505034300,0.00156457,0.00156457,0.00156457,0.0,0.0,0.00156457
72,0.00156457,1505034600,0.00156457,0.00156457,0.00156457,0.0,0.0,0.00156457
73,0.0016798,1505034900,0.0016798,0.00156457,0.00165937,792.38950099,1.24888726,0.0015761
74,0.00166165,1505035200,0.00166165,0.00166165,0.00166165,0.29595013,0.00049176,0.00166165
75,0.00163061,1505035500,0.00182575,0.00163061,0.00182572,307.24088333,0.5564405,0.00181108
76,0.00163061,1505035800,0.00163061,0.00163061,0.00163061,0.0,0.0,0.00163061
77,0.00163061,1505036100,0.00163061,0.00163061,0.00163061,0.0,0.0,0.00163061
78,0.00179926,1505036400,0.00179926,0.00179925,0.00179925,260.0,0.46780725,0.00179925
79,0.00153827,1505036700,0.0017992,0.00153827,0.0017992,1147.88947044,1.91272218,0.00166629
80,0.00153827,1505037000,0.00153827,0.00153827,0.00153827,0.0,0.0,0.00153827
81,0.00165926,1505037300,0.00171879,0.00165926,0.00171879,21.04938875,0.03554599,0.00168869
82,0.00165926,1505037600,0.00165926,0.00165926,0.00165926,0.0,0.0,0.00165926
83,0.00172834,1505037900,0.00172834,0.00160383,0.00165926,3266.10802022,5.59888184,0.00171423
84,0.00172834,1505038200,0.00172834,0.00172834,0.00172834,0.0,0.0,0.00172834
85,0.00165834,1505038500,0.001726,0.00165834,0.001726,1084.91266459,1.81340328,0.00167147
86,0.001665,1505038800,0.001665,0.001665,0.001665,80.47641,0.13399322,0.001665
87,0.001665,1505039100,0.001665,0.001665,0.001665,520.1241906,0.86600677,0.001665
88,0.001665,1505039400,0.001665,0.001665,0.001665,0.0,0.0,0.001665
89,0.001665,1505039700,0.001665,0.001665,0.001665,0.0,0.0,0.001665
90,0.00171012,1505040000,0.00171012,0.00171012,0.00171012,584.22134978,0.99908861,0.00171012
91,0.00165836,1505040300,0.00170844,0.00165835,0.00170844,648.84881946,1.09245984,0.00168368
92,0.00169199,1505040600,0.00170541,0.00169199,0.00170541,118.17311436,0.1999507,0.00169201
93,0.00165834,1505040900,0.00166,0.00165834,0.00166,18.81785208,0.03120708,0.00165837
94,0.00165574,1505041200,0.00165574,0.00165574,0.00165574,1815.00665819,3.00517912,0.00165574
95,0.0016,1505041500,0.0016548,0.0016,0.0016548,2850.14283665,4.56099619,0.00160026
96,0.0016,1505041800,0.0016,0.0016,0.0016,0.0,0.0,0.0016
97,0.00163418,1505042100,0.00163418,0.00163418,0.00163418,131.84059576,0.21545126,0.00163418
98,0.00162757,1505042400,0.00162757,0.00162757,0.00162757,167.15378566,0.27205448,0.00162757
99,0.00162757,1505042700,0.00162757,0.00162757,0.00162757,0.0,0.0,0.00162757
100,0.00161801,1505043000,0.00161801,0.00161801,0.00161801,618.02787305,0.99997527,0.00161801
101,0.00161801,1505043300,0.00161801,0.00161801,0.00161801,0.0,0.0,0.00161801
102,0.00161801,1505043600,0.00161801,0.00161801,0.00161801,0.0,0.0,0.00161801
103,0.00161801,1505043900,0.00161801,0.00161801,0.00161801,0.0,0.0,0.00161801
104,0.00164878,1505044200,0.00164878,0.00162878,0.00162878,1191.9173216,1.96025535,0.00164462
105,0.00164878,1505044500,0.00164878,0.00164878,0.00164878,0.0,0.0,0.00164878
106,0.00163438,1505044800,0.00164826,0.00163438,0.00164826,142.108148,0.23240666,0.00163542
107,0.00163438,1505045100,0.00163438,0.00163438,0.00163438,0.0,0.0,0.00163438
108,0.00163438,1505045400,0.00163438,0.00163438,0.00163438,0.0,0.0,0.00163438
109,0.00166384,1505045700,0.00166384,0.0016,0.0016,600.87848484,0.99976565,0.00166383
110,0.0016601,1505046000,0.0016601,0.0016601,0.0016601,602.30078901,0.99987953,0.0016601
111,0.001657,1505046300,0.00165905,0.001657,0.00165905,603.56323113,1.00131902,0.00165901
112,0.001657,1505046600,0.001657,0.001657,0.001657,0.0,0.0,0.001657
